,mode,model_type,trial,episode,return,hash_id,config,config_str
174,training,td3,4,5,0.8039852540533776,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
179,training,td3,4,6,0.7468679524342896,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
184,training,td3,4,7,0.7590720600677479,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
189,training,td3,4,8,0.7597801086830702,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
194,training,td3,4,9,0.8847239978268859,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
199,training,td3,4,10,0.2090693527718117,0162ac6b0dfba16032b978ed1aa63648,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:4'}",690eac066ad7f10f9fc8828e4238b11d
204,training,td3,5,1,0.5423152917307896,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
209,training,td3,5,2,0.725729221926503,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
214,training,td3,5,3,0.9164251995451231,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
219,training,td3,5,4,1.084494708958625,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
224,training,td3,5,5,2.97751310815805,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
229,training,td3,5,6,0.622373451212024,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
234,training,td3,5,7,0.9616138120320361,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
239,training,td3,5,8,1.4449304238282537,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
244,training,td3,5,9,1.8179916078589908,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
249,training,td3,5,10,1.154796300336074,b382ab72031f30dde7b1c331e5e4064c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:5'}",690eac066ad7f10f9fc8828e4238b11d
254,training,td3,6,1,-0.7118410061749569,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
259,training,td3,6,2,1.1513630163315525,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
264,training,td3,6,3,0.18307849350265526,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
269,training,td3,6,4,0.43088881745998053,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
274,training,td3,6,5,0.532950677002652,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
279,training,td3,6,6,0.693481354913839,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
284,training,td3,6,7,1.3038775311310498,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
289,training,td3,6,8,1.5283398428656874,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
294,training,td3,6,9,2.042258907295243,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
299,training,td3,6,10,1.9068312427979044,bcd81258996becc190052565f496bf0c,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:6'}",690eac066ad7f10f9fc8828e4238b11d
304,training,td3,7,1,1.2964684621737055,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
309,training,td3,7,2,0.7841173392818979,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
314,training,td3,7,3,0.8093405723737743,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
319,training,td3,7,4,0.745910690937809,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
324,training,td3,7,5,0.7905399772184074,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
329,training,td3,7,6,0.9746589332184363,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
334,training,td3,7,7,1.4566310725009024,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
339,training,td3,7,8,0.9762222238130183,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
344,training,td3,7,9,0.9235694748593664,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
349,training,td3,7,10,1.703519765796452,27b9b1dec1daa56b081f5c5b4bafbb59,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:7'}",690eac066ad7f10f9fc8828e4238b11d
354,training,td3,8,1,-0.1498459135908501,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
359,training,td3,8,2,-0.11225189880693809,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
364,training,td3,8,3,-0.11081739803646629,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
369,training,td3,8,4,-0.5504031190377934,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
374,training,td3,8,5,-0.46390687768434224,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
379,training,td3,8,6,-0.40329086401777814,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
384,training,td3,8,7,-0.39916378204364755,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
389,training,td3,8,8,-0.2625826977160177,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
394,training,td3,8,9,-0.5486611826082235,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
399,training,td3,8,10,1.3867631352289371,960d8ca1a777da62f3784a985e41e8a5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",690eac066ad7f10f9fc8828e4238b11d
404,training,td3,9,1,0.8565882531858955,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
409,training,td3,9,2,0.8738600671816863,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
414,training,td3,9,3,0.8743848289886804,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
419,training,td3,9,4,0.8752225620643697,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
424,training,td3,9,5,0.8683765200281894,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
429,training,td3,9,6,0.8808277509310516,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
434,training,td3,9,7,0.745558207299962,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
439,training,td3,9,8,0.8961645527809456,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
444,training,td3,9,9,1.8838951197608291,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
449,training,td3,9,10,2.0395357858341567,b19308116fd91c095ea212fb5e389b04,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",690eac066ad7f10f9fc8828e4238b11d
454,training,td3,10,1,0.27138576264953707,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
459,training,td3,10,2,0.42922306081261374,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
464,training,td3,10,3,-0.09336886207207418,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
469,training,td3,10,4,-0.08313713806319001,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
474,training,td3,10,5,-0.10045164505683912,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
479,training,td3,10,6,-0.09403238691154825,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
484,training,td3,10,7,-0.08270298908231921,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
489,training,td3,10,8,-0.0025716926950918317,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
494,training,td3,10,9,0.0074327669825280385,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
499,training,td3,10,10,3.638032002227182,aede22e793d12bdf0874ba23aedd9bb5,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",690eac066ad7f10f9fc8828e4238b11d
